Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"AAS Tigue, RAJ Malenab, MAB Promentilla","A systematic mapping and scoping review on geopolymer and permeable reactive barrier for acid mine drainage treatment research",2020,"Process Integration and …","Springer","https://link.springer.com/article/10.1007/s41660-020-00105-y","https://scholar.google.com/scholar?cites=5300704000557051961&as_sdt=2005&sciodt=2007&hl=en",181,"2023-04-24 12:17:05","","10.1007/s41660-020-00105-y","","",,,,,4,1.33,1,3,3,"… that the mining industry faces that contributes to environmental pollution is the generation of acid mine drainage. … In: 22nd American Society of Mining and Reclamation Annual National …","","https://scholar.google.com/scholar?q=related:OfCxRDTij0kJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
37,"AL Mills","Acid mine waste drainage: microbial impact on the recovery of soil and water ecosystems",2020,"Soil reclamation processes","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.1201/9781003065340-2/acid-mine-waste-drainage-microbial-impact-recovery-soil-water-ecosystems-aaron-mills","https://scholar.google.com/scholar?cites=4467429940150681228&as_sdt=2005&sciodt=2007&hl=en",80,"2023-04-24 12:17:05","","10.1201/9781003065340-2","","",,,,,37,12.33,37,1,3,"… of aquatic microbial community recovery from the effects of acid mine drainage was completed … waters may provide a protected environment for decomposition processes. As described …","","https://scholar.google.com/scholar?q=related:jD6gcdx__z0J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"AM Hershberger","Stream Recovery Impacts from Mine Drainage: a Comparison of Indicators and Analysis of Benthic Macroinvertebrate Community Recovery",2022,"","search.proquest.com","https://search.proquest.com/openview/ce5c53a86d8be6f8f6ab4373360f8cb3/1?pq-origsite=gscholar&cbl=18750&diss=y","",195,"2023-04-24 12:17:05","","","","",,,,,0,0.00,0,1,1,"… To better understand the ecological impacts of mine drainage on stream ecosystems, I … recolonization following an acid mine drainage remediation effort in the Bear Run Watershed. I …","","https://scholar.google.com/scholar?q=related:U2svyt8mNgcJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
2,"AR Saidy, BJ Priatmadi…","Influence of type and amount of organic matters on the iron sorption of acid mine drainage onto reclaimed-mining soils",2021,"… of Degraded and Mining …","search.proquest.com","https://search.proquest.com/openview/6b176f5954818e33345f49a0b508ec91/1?pq-origsite=gscholar&cbl=2048001","https://scholar.google.com/scholar?cites=8555239113287341507&as_sdt=2005&sciodt=2007&hl=en",170,"2023-04-24 12:17:05","","","","",,,,,2,1.00,1,3,2,"… Mining activity may potentially produce acid mine drainage (AMD), which has relatively high … This information is very urgent for the success of environmental restoration due to mining …","https://scholar.archive.org/work/ctmorxfxbbhqzilxfiyqpzwkae/access/wayback/https://jdmlm.ub.ac.id/index.php/jdmlm/article/download/928/pdf","https://scholar.google.com/scholar?q=related:wxUFXKVQunYJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
7,"AT Luís, F Córdoba, C Antunes, R Loayza-Muro…","Extremely Acidic Eukaryotic (Micro) Organisms: Life in Acid Mine Drainage Polluted Environments—Mini-Review",2021,"… of Environmental …","mdpi.com","https://www.mdpi.com/1428978","https://scholar.google.com/scholar?cites=6883626682610310625&as_sdt=2005&sciodt=2007&hl=en",9,"2023-04-24 12:17:05","HTML","","","",,,,,7,3.50,1,5,2,"… Acidic leachates from waste rock dams from pyritic and (to a lesser extent) coal mining are the main foci of Acid Mine Drainage (… rivers, notable changes in water hydro-geochemistry and …","https://www.mdpi.com/1428978","https://scholar.google.com/scholar?q=related:4V1jL_-Nh18J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"AT Luís, JA Grande, N Durães, M Santisteban…","Acid Mine Drainage Effects in the Hydrobiology of Freshwater Streams from Three Mining Areas (SW Portugal): A Statistical Approach",2022,"… of Environmental …","mdpi.com","https://www.mdpi.com/1804188","",78,"2023-04-24 12:17:05","","","","",,,,,0,0.00,0,5,1,"… frequently associated with acidic environments. Several studies in metal-polluted rivers have shown that diatoms respond to perturbation, not only at the community level through shifts …","https://www.mdpi.com/1660-4601/19/17/10810/pdf","https://scholar.google.com/scholar?q=related:KVb-WmUoqlcJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
25,"B Bussière, M Guittonny","Hard rock mine reclamation: from prediction to management of acid mine drainage",2020,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=hWUGEAAAQBAJ&oi=fnd&pg=PP1&dq=effect+of+acid+mine+drainage+on+the+environment+and+society&ots=jf3ewKFNZV&sig=lk1mYnuJNRJNpcZt8O4tN_wuGqM","https://scholar.google.com/scholar?cites=3715690665171575683&as_sdt=2005&sciodt=2007&hl=en",26,"2023-04-24 12:17:05","BOOK","","","",,,,,25,8.33,13,2,3,"… mine water treatment, hydrogeotechnical aspects of mine wastes disposal, mine water … sites including control of acid mine drainage and contaminated neutral drainage. In addition to …","","https://scholar.google.com/scholar?q=related:g2PJMPnIkDMJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
15,"B Mwewa, M Tadie, S Ndlovu, GS Simate…","Recovery of rare earth elements from acid mine drainage: a review of the extraction methods",2022,"Journal of Environmental …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2213343722005772","https://scholar.google.com/scholar?cites=3122833200628615555&as_sdt=2005&sciodt=2007&hl=en",58,"2023-04-24 12:17:05","","","","",,,,,15,15.00,3,5,1,"… only in modern societies, but have historically been associated with industrial development and improvements in the living standards of societies [150]. However, the mining and mineral …","","https://scholar.google.com/scholar?q=related:g8lDIECIVisJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
12,"B Nguegang, V Masindi, TAM Msagati, M Tekere","The treatment of acid mine drainage using vertically flowing wetland: Insights into the fate of chemical species",2021,"Minerals","mdpi.com","https://www.mdpi.com/1094416","https://scholar.google.com/scholar?cites=927784631956205812&as_sdt=2005&sciodt=2007&hl=en",131,"2023-04-24 12:17:05","","","","",,,,,12,6.00,3,4,2,"… , mining has been associated with numerous environmental problems, such as land destruction and the generation of acid mine drainage (… of the 22nd American Society of Mining and …","https://www.mdpi.com/2075-163X/11/5/477/pdf","https://scholar.google.com/scholar?q=related:9PDQBzUn4AwJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
6,"B Plante, G Schudel, M Benzaazoua","Generation of acid mine drainage",2021,"… of Acid Mine Drainage","CRC Press","","https://scholar.google.com/scholar?cites=15953690549985056128&as_sdt=2005&sciodt=2007&hl=en",87,"2023-04-24 12:17:05","CITATION","","","",,,,,6,3.00,2,3,2,"","","https://scholar.google.com/scholar?q=related:gJVdaAflZt0J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
66,"B Rezaie, A Anderson","Sustainable resolutions for environmental threat of the acid mine drainage",2020,"Science of the Total Environment","Elsevier","https://www.sciencedirect.com/science/article/pii/S004896972030721X","https://scholar.google.com/scholar?cites=12671485862436128663&as_sdt=2005&sciodt=2007&hl=en",2,"2023-04-24 12:17:05","","","","",,,,,66,22.00,33,2,3,"… Acid Mine Drainage (AMD) caused by abandoned mines is an enormous source of negative impact on the environment … are another environmental concern in modern society. Filling up …","","https://scholar.google.com/scholar?q=related:l8fjZkEp2q8J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"B Shimer","Acid Mine Drainage in the Shamokin Creek Watershed: A Spatial Analysis of Economic and Environmental Consequences of Coal Mining",2022,"","digitalcommons.bucknell.edu","https://digitalcommons.bucknell.edu/student-project-reports/10/","",127,"2023-04-24 12:17:05","","","","",,,,,0,0.00,0,1,1,"… Visualizing this data and putting these maps together will support the Shamokin Creek Restoration Alliance’s effort to mitigate the impacts of acid mine drainage in their community. The …","https://digitalcommons.bucknell.edu/cgi/viewcontent.cgi?article=1009&context=student-project-reports","https://scholar.google.com/scholar?q=related:iA1BHcnP1J4J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
2,"B Yang, W Luo, M Hong, J Wang, X Liu, M Gan…","Inhibition of hematite on acid mine drainage caused by chalcopyrite biodissolution",2022,"Chinese Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1004954122000039","https://scholar.google.com/scholar?cites=16890657137406821010&as_sdt=2005&sciodt=2007&hl=en",134,"2023-04-24 12:17:05","","","","",,,,,2,2.00,0,7,1,"… industry has made significant contribution to the development of global economy, but also caused serious environmental problems of acid mine drainage (AMD) [1]. It is believed that a …","","https://scholar.google.com/scholar?q=related:ksIMCi2rZ-oJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
111,"BS Acharya, G Kharel","Acid mine drainage from coal mining in the United States–An overview",2020,"Journal of Hydrology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022169420305217","https://scholar.google.com/scholar?cites=631974033432207474&as_sdt=2005&sciodt=2007&hl=en",33,"2023-04-24 12:17:05","","","","",,,,,111,37.00,56,2,3,"… First, this paper briefly discusses AMD as a global environmental pollution and … Acid mine drainage refers to water discharged from active, inactive, or abandoned mine and reclaimed …","","https://scholar.google.com/scholar?q=related:cmD_-Qg5xQgJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
1,"BV Hassas, M Rezaee","Selective precipitation of rare earth and critical elements from acid mine drainage-Part II: Mechanistic effect of ligands in staged precipitation process",2023,"Resources, Conservation and Recycling","Elsevier","https://www.sciencedirect.com/science/article/pii/S0921344922004888","https://scholar.google.com/scholar?cites=6731882205749873355&as_sdt=2005&sciodt=2007&hl=en",97,"2023-04-24 12:17:05","","","","",,,,,1,1.00,1,2,1,"… secondary resources, such as acid mine drainage (AMD), has … focus on meeting the environmental regulations for the … remediation to address the environmental concerns enhances …","","https://scholar.google.com/scholar?q=related:y4p-9zJzbF0J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
16,"BV Hassas, M Rezaee, SV Pisupati","Effect of various ligands on the selective precipitation of critical and rare earth elements from acid mine drainage",2021,"Chemosphere","Elsevier","https://www.sciencedirect.com/science/article/pii/S0045653521011553","https://scholar.google.com/scholar?cites=10970060013669127506&as_sdt=2005&sciodt=2007&hl=en",56,"2023-04-24 12:17:05","","","","",,,,,16,8.00,5,3,2,"… Acid mine drainage (AMD) has been of environmental concern for decades but recently … Recovery of these elements while treating AMD for environmental compliance improves the …","","https://scholar.google.com/scholar?q=related:UhV353V7PZgJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
55,"BV Hassas, M Rezaee, SV Pisupati","Precipitation of rare earth elements from acid mine drainage by CO2 mineralization process",2020,"Chemical Engineering Journal","Elsevier","https://www.sciencedirect.com/science/article/pii/S1385894720318441","https://scholar.google.com/scholar?cites=4533701398677596619&as_sdt=2005&sciodt=2007&hl=en",110,"2023-04-24 12:17:05","","","","",,,,,55,18.33,18,3,3,"… Acid Mine Drainage (AMD) has been of environmental concern for decades but found to be a viable source of critical Elements (CEs), including Rare Earth Elements (REEs). The …","","https://scholar.google.com/scholar?q=related:y6neyWbx6j4J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"C Diaz-Vanegas, C Casiot, L Lin, L De Windt…","Performance of semi-passive systems for the biological treatment of high-as acid mine drainage: results from a year of monitoring at the Carnoules mine (Southern …",2022,"… and the Environment","Springer","https://link.springer.com/article/10.1007/s10230-022-00885-4","",148,"2023-04-24 12:17:05","","10.1007/s10230-022-00885-4","","",,,,,0,0.00,0,5,1,"… and release of acid mine drainage (AMD) into the environment may cause the remobilization of toxic elements such as arsenic (As), contaminating water resources and strongly …","https://hal.mines-ales.fr/hal-03717097/document","https://scholar.google.com/scholar?q=related:VyvlsgNK6gAJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
79,"C Luo, J Routh, M Dario, S Sarkar, L Wei, D Luo…","Distribution and mobilization of heavy metals at an acid mine drainage affected region in South China, a post-remediation study",2020,"… of the Total Environment","Elsevier","https://www.sciencedirect.com/science/article/pii/S0048969720316351","https://scholar.google.com/scholar?cites=17047887853937623715&as_sdt=2005&sciodt=2007&hl=en",46,"2023-04-24 12:17:05","HTML","","","",,,,,79,26.33,11,7,3,"… Dabaoshan Mine Site (DMS) is the largest polymetallic mine in South China. The Hengshi River flowing next to DMS receives acid mine wastes leaching from the tailings pond and run-…","https://www.sciencedirect.com/science/article/pii/S0048969720316351","https://scholar.google.com/scholar?q=related:owKm-K1DluwJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
19,"C Mafra, H Bouzahzah, L Stamenov…","Insights on the effect of pyrite liberation degree upon the acid mine drainage potential of sulfide flotation tailings",2020,"Applied geochemistry","Elsevier","https://www.sciencedirect.com/science/article/pii/S0883292720302663","https://scholar.google.com/scholar?cites=5875066292893015095&as_sdt=2005&sciodt=2007&hl=en",85,"2023-04-24 12:17:05","","","","",,,,,19,6.33,5,4,3,"A new insight into the way in which the mineralogical composition and texture (liberation) of sulfides govern the geochemical behavior of the tailings in terms of acid mine drainage (AMD…","https://orbi.uliege.be/bitstream/2268/251433/1/Insights%20on%20the%20effect%20of%20pyrite%20liberation%20degree%20upon%20the%20acid%20mine%20drainage%20potential%20of%20sulfide%20flotation%20tailings.pdf","https://scholar.google.com/scholar?q=related:N1zCe6ptiFEJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
3,"C Mafra, H Bouzahzah, L Stamenov…","An integrated management strategy for acid mine drainage control of sulfidic tailings",2022,"Minerals …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0892687522003193","https://scholar.google.com/scholar?cites=10898464980462021558&as_sdt=2005&sciodt=2007&hl=en",142,"2023-04-24 12:17:05","","","","",,,,,3,3.00,1,4,1,"… to reduce the acid mine drainage (AMD) potential of the Dundee Precious Metals Chelopech (DPM-Ch) tailings through a combination of environmental desulfurization and cemented …","","https://scholar.google.com/scholar?q=related:tit5PSggP5cJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
0,"C TANG, Y LIANG, H JIN, C ZHAO, H SHEN…","Overview of field monitoring for acid mine water system of the coal mine in Shandi river basin",2022,"Carsologica …","Carsologica Sinica","","",179,"2023-04-24 12:17:05","CITATION","","","",,,,,0,0.00,0,6,1,"","","https://scholar.google.com/scholar?q=related:QmF8nCF8f2MJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
1,"C Wu","Acid mine drainage prediction techniques and geochemical modelling: case study on gold tailing dams, West Rand, Witwatersrand basin area, South Africa",2021,"","etd.uwc.ac.za","https://etd.uwc.ac.za/handle/11394/8401","https://scholar.google.com/scholar?cites=10224573428960909796&as_sdt=2005&sciodt=2007&hl=en",141,"2023-04-24 12:17:05","","","","",,,,,1,0.50,1,1,2,"… Acid Mine Drainage (AMD) is identified as one of the … environmental hazard in the gold mining region of South Africa, as caused by the mining operational activities performed by mining …","https://etd.uwc.ac.za/bitstream/handle/11394/8401/Wu_Phd_Nsc_2021.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:5NkcjVz75I0J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
137,"CB Tabelin, RD Corpuz, T Igarashi…","Acid mine drainage formation and arsenic mobility under strongly acidic conditions: Importance of soluble phases, iron oxyhydroxides/oxides and nature of oxidation …",2020,"Journal of Hazardous …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304389420308335","https://scholar.google.com/scholar?cites=11110491136649693357&as_sdt=2005&sciodt=2007&hl=en",94,"2023-04-24 12:17:05","","","","",,,,,137,45.67,34,4,3,"… Acid mine drainage (AMD) formation and toxic arsenic (As) pollution are serious environmental … A part of this research was financially supported by the Japan Society for the Promotion …","","https://scholar.google.com/scholar?q=related:rYghqNJkMJoJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
9,"CD Spellman Jr, TL Tasker, JE Goodwill…","Potential implications of acid mine drainage and wastewater cotreatment on solids handling: A Review",2020,"… of Environmental …","ascelibrary.org","https://ascelibrary.org/doi/abs/10.1061/%28ASCE%29EE.1943-7870.0001814","https://scholar.google.com/scholar?cites=6011282492891993296&as_sdt=2005&sciodt=2007&hl=en",27,"2023-04-24 12:17:05","","10.1061/%28ASCE%29EE.1943-7870.0001814","","",,,,,9,3.00,2,4,3,"… issues, including acid mine drainage (AMD). AMD is created when sulfide-containing minerals, such as pyrite ( FeS 2 ), are exposed to oxygen and water after mining or other types of …","https://digitalcommons.uri.edu/cgi/viewcontent.cgi?article=1051&context=cve_facpubs","https://scholar.google.com/scholar?q=related:0BRaAZRdbFMJ:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
2,"CH Gammons, MF Doolittle, KA Eastman…","Geochemistry of natural acid rock drainage in the Mt Evans area, Anaconda–Pintler Range, Montana, USA",2021,"… , Environment …","lyellcollection.org","https://www.lyellcollection.org/doi/abs/10.1144/geochem2021-068","https://scholar.google.com/scholar?cites=11454892417134676570&as_sdt=2005&sciodt=2007&hl=en",171,"2023-04-24 12:17:05","","10.1144/geochem2021-068","","",,,,,2,1.00,1,4,2,"… Abstract: This paper investigates natural acid rock drainage in two streams draining either side of Mt Evans, Montana. Bedrock consists of pyrrhotite-bearing schist intruded by granitic …","","https://scholar.google.com/scholar?q=related:Wsqgd_bz954J:scholar.google.com/&scioq=effect+of+acid+mine+drainage+on+the+environment+and+society&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2023"
