Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
7,"N. Hao","Optimal allocation of water resources and eco‐compensation mechanism model based on the interval‐fuzzy two‐stage stochastic programming method for tingjiang river",2022,"International Journal of Environmental Research and Public Health","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121477853&origin=inward",75,"2023-12-15 21:21:59","Article","10.3390/ijerph19010149","1661-7827","https://api.elsevier.com/content/abstract/scopus_id/85121477853",19,1,,,7,7.00,7,1,1,"","",""
0,"N. Sharma","Soft computing techniques for assessment of strength of concrete with marble powder",2023,"Multiscale and Multidisciplinary Modeling, Experiments and Design","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139219968&origin=inward",187,"2023-12-15 21:21:59","Article","10.1007/s41939-022-00130-z","2520-8179","https://api.elsevier.com/content/abstract/scopus_id/85139219968",6,1,81,96,0,0.00,0,1,1,"","",""
3,"N. Zarrinpoor","Designing a sustainable supply chain network for producing high-value products from waste glass",2021,"Waste Management and Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103425280&origin=inward",111,"2023-12-15 21:21:59","Article","10.1177/0734242X21994669","0734-242X","https://api.elsevier.com/content/abstract/scopus_id/85103425280",39,12,1489,1500,3,1.50,3,1,2,"","",""
3,"N.A. Dewanti","Fuzzy logic application as a tool for classifying water quality status in gajahwong river, yogyakarta, indonesia",2019,"IOP Conference Series: Materials Science and Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069189108&origin=inward",116,"2023-12-15 21:21:59","Conference Paper","10.1088/1757-899X/546/3/032005","1757-8981","https://api.elsevier.com/content/abstract/scopus_id/85069189108",546,3,,,3,0.75,3,1,4,"","",""
2,"O.A. Gashteroodkhani","Renewable energy power generation using waste energy in water pressure reducing valves",2020,"2020 IEEE Texas Power and Energy Conference, TPEC 2020","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083080453&origin=inward",135,"2023-12-15 21:21:59","Conference Paper","10.1109/TPEC48276.2020.9042495","","https://api.elsevier.com/content/abstract/scopus_id/85083080453",,,,,2,0.67,2,1,3,"","",""
1,"O.A. Gashteroodkhani","A Control Scheme for In-Conduit Hydropower Generators to Maximize Power Generation from Waste Energy in Pressure Reducing Valves",2021,"IEEE Transactions on Industry Applications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85096367026&origin=inward",158,"2023-12-15 21:21:59","Article","10.1109/TIA.2020.3035338","0093-9994","https://api.elsevier.com/content/abstract/scopus_id/85096367026",57,1,1035,1043,1,0.50,1,1,2,"","",""
5,"P. Majumder","Trapezoidal fuzzy BWM-TOPSIS approach and application on water resources",2023,"Environment, Development and Sustainability","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124376313&origin=inward",90,"2023-12-15 21:21:59","Article","10.1007/s10668-022-02126-8","1387-585X","https://api.elsevier.com/content/abstract/scopus_id/85124376313",25,3,2648,2669,5,5.00,5,1,1,"","",""
19,"P. Najafi","A comparative approach of fuzzy object based image analysis and machine learning techniques which are applied to crop residue cover mapping by using sentinel-2 satellite and uav imagery",2021,"Remote Sensing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102659464&origin=inward",34,"2023-12-15 21:21:59","Article","10.3390/rs13050937","2072-4292","https://api.elsevier.com/content/abstract/scopus_id/85102659464",13,5,1,24,19,9.50,19,1,2,"","",""
3,"P. Pattnaik","Sustainability of textile waste-water management by using an integrated fuzzy AHP-TOPSIS method: A case study",2021,"International Journal of Environment and Sustainable Development","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105130121&origin=inward",110,"2023-12-15 21:21:59","Article","10.1504/IJESD.2021.114543","1474-6778","https://api.elsevier.com/content/abstract/scopus_id/85105130121",20,2,105,128,3,1.50,3,1,2,"","",""
0,"P.M.K. Singh","Effect of ultrasound assisted extraction of dietary fiber from pineapple peel and its application with anthocyanin rich black rice",2022,"Journal of Food Processing and Preservation","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137938595&origin=inward",190,"2023-12-15 21:21:59","Article","10.1111/jfpp.17111","0145-8892","https://api.elsevier.com/content/abstract/scopus_id/85137938595",46,11,,,0,0.00,0,1,1,"","",""
18,"Q. Shao","Developing A Sustainable Urban-Environmental Quality Evaluation System in China Based on A Hybrid Model",2019,"International journal of environmental research and public health","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065298704&origin=inward",40,"2023-12-15 21:21:59","Article","10.3390/ijerph16081434","1660-4601","https://api.elsevier.com/content/abstract/scopus_id/85065298704",16,8,,,18,4.50,18,1,4,"","",""
2,"Q. Wang","Evaluation of environmental carrying capacity in Xiong'an New Area based on fuzzy comprehensive evaluation method",2022,"Journal of Computational Methods in Sciences and Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85140748702&origin=inward",124,"2023-12-15 21:21:59","Article","10.3233/JCM-226158","1472-7978","https://api.elsevier.com/content/abstract/scopus_id/85140748702",22,5,1737,1750,2,2.00,2,1,1,"","",""
14,"Q. Yue","Towards sustainable circular agriculture: An integrated optimization framework for crop-livestock-biogas-crop recycling system management under uncertainty",2022,"Agricultural Systems","","https://api.elsevier.com/content/article/eid/1-s2.0-S0308521X21003000","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121234214&origin=inward",52,"2023-12-15 21:21:59","Article","10.1016/j.agsy.2021.103347","0308-521X","https://api.elsevier.com/content/abstract/scopus_id/85121234214",196,,,,14,14.00,14,1,1,"","",""
47,"R. Agrawal","Analysing the roadblocks of circular economy adoption in the automobile sector: Reducing waste and environmental perspectives",2021,"Business Strategy and the Environment","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85094678515&origin=inward",11,"2023-12-15 21:21:59","Article","10.1002/bse.2669","0964-4733","https://api.elsevier.com/content/abstract/scopus_id/85094678515",30,2,1051,1066,47,23.50,47,1,2,"","",""
6,"R. Flores-Asis","Analysis of the behavior for operation parameters in the anaerobic digestion process with thermal pretreatment, using fuzzy logic",2019,"Journal of Environmental Science and Health - Part A Toxic/Hazardous Substances and Environmental Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063782485&origin=inward",86,"2023-12-15 21:21:59","Article","10.1080/10934529.2019.1593010","1093-4529","https://api.elsevier.com/content/abstract/scopus_id/85063782485",54,6,582,592,6,1.50,6,1,4,"","",""
2,"R. Ramirez","Environmental Risk Assessment of Silver Nanoparticles in Aquatic Ecosystems Using Fuzzy Logic",2022,"Water (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132309514&origin=inward",127,"2023-12-15 21:21:59","Article","10.3390/w14121885","2073-4441","https://api.elsevier.com/content/abstract/scopus_id/85132309514",14,12,,,2,2.00,2,1,1,"","",""
4,"R. Salles","Prediction of Key Variables in Wastewater Treatment Plants Using Machine Learning Models",2022,"Proceedings of the International Joint Conference on Neural Networks","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85140775833&origin=inward",98,"2023-12-15 21:21:59","Conference Paper","10.1109/IJCNN55064.2022.9892661","","https://api.elsevier.com/content/abstract/scopus_id/85140775833",2022,,,,4,4.00,4,1,1,"","",""
4,"R. Vinayagam","Low temperature carbonized mesoporous graphitic carbon for tetracycline adsorption: Mechanistic insight and adaptive neuro-fuzzy inference system modeling",2023,"Bioresource Technology Reports","","https://api.elsevier.com/content/article/eid/1-s2.0-S2589014X23001391","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85159195318&origin=inward",95,"2023-12-15 21:21:59","Article","10.1016/j.biteb.2023.101468","2589-014X","https://api.elsevier.com/content/abstract/scopus_id/85159195318",22,,,,4,4.00,4,1,1,"","",""
1,"R.A. Frota","Fuzzy logic for control of injector wells flow rates under produced water reinjection",2022,"Journal of Petroleum Science and Engineering","","https://api.elsevier.com/content/article/eid/1-s2.0-S0920410522004508","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129761214&origin=inward",148,"2023-12-15 21:21:59","Article","10.1016/j.petrol.2022.110574","0920-4105","https://api.elsevier.com/content/abstract/scopus_id/85129761214",215,,,,1,1.00,1,1,1,"","",""
0,"S. Arora","Implementing Machine Learning Algorithm to Model Reaeration Coefficient of Urbanized Rivers",2023,"Environmental Modeling and Assessment","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85158960356&origin=inward",177,"2023-12-15 21:21:59","Article","10.1007/s10666-023-09895-0","1420-2026","https://api.elsevier.com/content/abstract/scopus_id/85158960356",28,4,535,546,0,0.00,0,1,1,"","",""
2,"S. Bhattacharjee","A Type-2 Fuzzy Logic Approach for Forecasting of Effluent Quality Parameters of Wastewater Treatment",2022,"Mathematical Problems in Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132032648&origin=inward",128,"2023-12-15 21:21:59","Article","10.1155/2022/1965157","1024-123X","https://api.elsevier.com/content/abstract/scopus_id/85132032648",2022,,,,2,2.00,2,1,1,"","",""
0,"S. Fatima","Selection of sanitary landfill site by integrated fuzzy AHP and GIS for Multan, Pakistan",2022,"World Review of Science, Technology and Sustainable Development","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85144356255&origin=inward",184,"2023-12-15 21:21:59","Article","10.1504/wrstsd.2023.127263","1741-2242","https://api.elsevier.com/content/abstract/scopus_id/85144356255",19,1,149,169,0,0.00,0,1,1,"","",""
0,"S. Fatima","COMPARISON OF LANDFILL SITE SUITABILITY ASSESSMENT USING AHP AND FUZZY AHP METHODS",2021,"Journal of Solid Waste Technology and Management","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137895451&origin=inward",191,"2023-12-15 21:21:59","Article","10.5276/JSWTM/2021.746","1088-1697","https://api.elsevier.com/content/abstract/scopus_id/85137895451",47,4,746,759,0,0.00,0,1,2,"","",""
10,"S. Ghanbari","Compressive strength prediction of high-strength oil palm shell lightweight aggregate concrete using machine learning methods",2023,"Environmental Science and Pollution Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137326078&origin=inward",64,"2023-12-15 21:21:59","Article","10.1007/s11356-022-21987-0","0944-1344","https://api.elsevier.com/content/abstract/scopus_id/85137326078",30,1,1096,1115,10,10.00,10,1,1,"","",""
33,"S. Kayapinar Kaya","Futuristic airport: A sustainable airport design by integrating hesitant fuzzy SWARA and hesitant fuzzy sustainable quality function deployment",2020,"Journal of Cleaner Production","","https://api.elsevier.com/content/article/eid/1-s2.0-S0959652620339251","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091061494&origin=inward",21,"2023-12-15 21:21:59","Article","10.1016/j.jclepro.2020.123880","0959-6526","https://api.elsevier.com/content/abstract/scopus_id/85091061494",275,,,,33,11.00,33,1,3,"","",""
18,"S. Li","Environmental safety analysis of red mud-based cemented backfill on groundwater",2021,"International Journal of Environmental Research and Public Health","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111441492&origin=inward",36,"2023-12-15 21:21:59","Article","10.3390/ijerph18158094","1661-7827","https://api.elsevier.com/content/abstract/scopus_id/85111441492",18,15,,,18,9.00,18,1,2,"","",""
67,"S. Mazhar","Sequential treatment of paper and pulp industrial wastewater: Prediction of water quality parameters by Mamdani Fuzzy Logic model and phytotoxicity assessment",2019,"Chemosphere","","https://api.elsevier.com/content/article/eid/1-s2.0-S004565351930668X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064431317&origin=inward",6,"2023-12-15 21:21:59","Article","10.1016/j.chemosphere.2019.04.022","0045-6535","https://api.elsevier.com/content/abstract/scopus_id/85064431317",227,,256,268,67,16.75,67,1,4,"","",""
3,"S. Naraghi","Optimization of tailings disposal method using fuzzy analytic hierarchy process",2019,"Water Science and Technology: Water Supply","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067469029&origin=inward",117,"2023-12-15 21:21:59","Article","10.2166/ws.2019.028","1606-9749","https://api.elsevier.com/content/abstract/scopus_id/85067469029",19,5,1563,1571,3,0.75,3,1,4,"","",""
20,"S. Narayanamoorthy","An integrated decision making approach for selecting a sustainable waste water treatment technology",2022,"Chemosphere","","https://api.elsevier.com/content/article/eid/1-s2.0-S004565352201061X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129083249&origin=inward",32,"2023-12-15 21:21:59","Article","10.1016/j.chemosphere.2022.134568","0045-6535","https://api.elsevier.com/content/abstract/scopus_id/85129083249",301,,,,20,20.00,20,1,1,"","",""
12,"S. Narayanamoorthy","An approach to assess PWR methods to cope with physical barriers on plastic waste disposal and exploration from developing nations",2022,"Expert Systems with Applications","","https://api.elsevier.com/content/article/eid/1-s2.0-S0957417422012210","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134161486&origin=inward",58,"2023-12-15 21:21:59","Article","10.1016/j.eswa.2022.117996","0957-4174","https://api.elsevier.com/content/abstract/scopus_id/85134161486",207,,,,12,12.00,12,1,1,"","",""
7,"S. Sadeghfam","Decision-making process of partnership in establishing and managing of rural wastewater treatment plants: Using intentional and geographical-spatial location data",2021,"Water Research","","https://api.elsevier.com/content/article/eid/1-s2.0-S0043135421002943","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103944572&origin=inward",80,"2023-12-15 21:21:59","Article","10.1016/j.watres.2021.117096","0043-1354","https://api.elsevier.com/content/abstract/scopus_id/85103944572",197,,,,7,3.50,7,1,2,"","",""
10,"S. Tayebikhorami","A fuzzy multi-objective optimization approach for treated wastewater allocation",2019,"Environmental Monitoring and Assessment","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067961261&origin=inward",67,"2023-12-15 21:21:59","Article","10.1007/s10661-019-7557-2","0167-6369","https://api.elsevier.com/content/abstract/scopus_id/85067961261",191,7,,,10,2.50,10,1,4,"","",""
40,"S.A. Ali","Sanitary landfill site selection by integrating AHP and FTOPSIS with GIS: a case study of Memari Municipality, India",2021,"Environmental Science and Pollution Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092311010&origin=inward",16,"2023-12-15 21:21:59","Article","10.1007/s11356-020-11004-7","0944-1344","https://api.elsevier.com/content/abstract/scopus_id/85092311010",28,6,7528,7550,40,20.00,40,1,2,"","",""
24,"S.A. Naghibi","Multivariate data-based optimization of membrane adsorption process for wastewater treatment: Multi-layer perceptron adaptive neural network versus adaptive neural fuzzy inference system",2021,"Chemosphere","","https://api.elsevier.com/content/article/eid/1-s2.0-S0045653520334652","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097679264&origin=inward",26,"2023-12-15 21:21:59","Article","10.1016/j.chemosphere.2020.129268","0045-6535","https://api.elsevier.com/content/abstract/scopus_id/85097679264",267,,,,24,12.00,24,1,2,"","",""
2,"S.H. Alihosseini","Evaluation of treated municipal wastewater effluent for agricultural irrigation purposes using the fuzzy effluent quality index (FEQI)",2020,"Water Science and Technology: Water Supply","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079421311&origin=inward",136,"2023-12-15 21:21:59","Article","10.2166/ws.2019.146","1606-9749","https://api.elsevier.com/content/abstract/scopus_id/85079421311",20,1,148,156,2,0.67,2,1,3,"","",""
1,"S.K. Selvaraj","Wireless nanosensor network for irrigation control",2021,"Nanosensors for Smart Agriculture","","https://api.elsevier.com/content/article/eid/3-s2.0-B9780128245545000057","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129677959&origin=inward",149,"2023-12-15 21:21:59","Book Chapter","10.1016/B978-0-12-824554-5.00005-7","","https://api.elsevier.com/content/abstract/scopus_id/85129677959",,,463,478,1,0.50,1,1,2,"","",""
4,"S.M. Mousavi","Optimal Landfill Site Selection for Solid Waste of Three Municipalities Based on Boolean and Fuzzy Methods: A Case Study in Kermanshah Province, Iran",2022,"Land","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85140880375&origin=inward",97,"2023-12-15 21:21:59","Article","10.3390/land11101779","2073-445X","https://api.elsevier.com/content/abstract/scopus_id/85140880375",11,10,,,4,4.00,4,1,1,"","",""
4,"S.S. Alizadeh","Risk assessment of physical unit operations of wastewater treatment plant using fuzzy FMEA method: a case study in the northwest of Iran",2022,"Environmental Monitoring and Assessment","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135053238&origin=inward",100,"2023-12-15 21:21:59","Article","10.1007/s10661-022-10248-9","0167-6369","https://api.elsevier.com/content/abstract/scopus_id/85135053238",194,9,,,4,4.00,4,1,1,"","",""
8,"S.S. Baral","Selection of suitable adsorbent for the removal of Cr(VI) by using objective based multiple attribute decision making method",2020,"Preparative Biochemistry and Biotechnology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088286210&origin=inward",73,"2023-12-15 21:21:59","Article","10.1080/10826068.2020.1789993","1082-6068","https://api.elsevier.com/content/abstract/scopus_id/85088286210",,,69,75,8,2.67,8,1,3,"","",""
5,"S.S. Kumar","A supervisory fuzzy logic control scheme to improve effluent quality of a wastewater treatment plant",2021,"Water Science and Technology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120505764&origin=inward",91,"2023-12-15 21:21:59","Article","10.2166/wst.2021.225","0273-1223","https://api.elsevier.com/content/abstract/scopus_id/85120505764",84,10,3415,3424,5,2.50,5,1,2,"","",""
1,"S.S.T. Eagalapati","Fractional order-based hierarchical controller design and evaluation with Bürger-Diehl settler model in a total nitrogen removal wastewater treatment process",2023,"Environmental Science and Pollution Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129241072&origin=inward",150,"2023-12-15 21:21:59","Article","10.1007/s11356-022-20473-x","0944-1344","https://api.elsevier.com/content/abstract/scopus_id/85129241072",30,10,25559,25568,1,1.00,1,1,1,"","",""
2,"T. Abdolkhaninezhad","Analysis Indicators of Health-Safety in the Risk Assessment of Landfill with the Combined Method of Fuzzy Multi-Criteria Decision Making and Bow Tie Model",2022,"Sustainability (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142686138&origin=inward",123,"2023-12-15 21:21:59","Article","10.3390/su142215465","2071-1050","https://api.elsevier.com/content/abstract/scopus_id/85142686138",14,22,,,2,2.00,2,1,1,"","",""
0,"T. Marcelleon","Evaluating Waste's Hazardousness using Fuzzy Logic and Simple Additive Weighting",2023,"Journal of Computer Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85153348889&origin=inward",180,"2023-12-15 21:21:59","Article","10.3844/JCSSP.2023.145.156","1549-3636","https://api.elsevier.com/content/abstract/scopus_id/85153348889",19,1,145,156,0,0.00,0,1,1,"","",""
24,"T. Semeraro","Modelling fuzzy combination of remote sensing vegetation index for durum wheat crop analysis",2019,"Computers and Electronics in Agriculture","","https://api.elsevier.com/content/article/eid/1-s2.0-S0168169918311347","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058500266&origin=inward",28,"2023-12-15 21:21:59","Article","10.1016/j.compag.2018.12.027","0168-1699","https://api.elsevier.com/content/abstract/scopus_id/85058500266",156,,684,692,24,6.00,24,1,4,"","",""
5,"T. Shi","Co-valorisation of sewage sludge and poultry litter waste for hydrogen production: Gasification process design, sustainability-oriented optimization, and systematic assessment",2023,"Energy","","https://api.elsevier.com/content/article/eid/1-s2.0-S036054422300525X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85149640826&origin=inward",88,"2023-12-15 21:21:59","Article","10.1016/j.energy.2023.127131","0360-5442","https://api.elsevier.com/content/abstract/scopus_id/85149640826",272,,,,5,5.00,5,1,1,"","",""
1,"T.K. Paul","Multi-criteria group decision-making method in disposal of municipal solid waste based on cubic Pythagorean fuzzy EDAS approach with incomplete weight information",2023,"Applied Soft Computing","","https://api.elsevier.com/content/article/eid/1-s2.0-S1568494623005331","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85162923432&origin=inward",141,"2023-12-15 21:21:59","Article","10.1016/j.asoc.2023.110515","1568-4946","https://api.elsevier.com/content/abstract/scopus_id/85162923432",144,,,,1,1.00,1,1,1,"","",""
5,"T.S. Bisht","Selection of optimal aggregation function for the revised leachate pollution index (r-LPI)",2022,"Environmental Monitoring and Assessment","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124629039&origin=inward",89,"2023-12-15 21:21:59","Article","10.1007/s10661-022-09861-5","0167-6369","https://api.elsevier.com/content/abstract/scopus_id/85124629039",194,3,,,5,5.00,5,1,1,"","",""
1,"V. Past","Management of the construction and demolition waste (CDW) and determination of the best disposal alternative by FAHP (Fuzzy Analytic Hierarchy Process): A case study of Tehran, Iran",2023,"Journal of the Air and Waste Management Association","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85150421234&origin=inward",143,"2023-12-15 21:21:59","Article","10.1080/10962247.2023.2178542","1096-2247","https://api.elsevier.com/content/abstract/scopus_id/85150421234",73,4,271,284,1,1.00,1,1,1,"","",""
0,"V. Singh","Landfill site selection in a mining dominated area using a fuzzy AHP and DRASTIC vulnerability based multicriteria decision analysis: a case study of Dhanbad, India",2023,"Environmental Monitoring and Assessment","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85170193513&origin=inward",171,"2023-12-15 21:21:59","Article","10.1007/s10661-023-11795-5","0167-6369","https://api.elsevier.com/content/abstract/scopus_id/85170193513",195,10,,,0,0.00,0,1,1,"","",""
37,"V.K. Parida","An assessment of hospital wastewater and biomedical waste generation, existing legislations, risk assessment, treatment processes, and scenario during COVID-19",2022,"Journal of Environmental Management","","https://api.elsevier.com/content/article/eid/1-s2.0-S0301479722001827","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123723036&origin=inward",19,"2023-12-15 21:21:59","Review","10.1016/j.jenvman.2022.114609","0301-4797","https://api.elsevier.com/content/abstract/scopus_id/85123723036",308,,,,37,37.00,37,1,1,"","",""
35,"V.T. Dang","An integrated fuzzy AHP and fuzzy TOPSIS approach to assess sustainable urban development in an emerging economy",2019,"International Journal of Environmental Research and Public Health","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071280121&origin=inward",20,"2023-12-15 21:21:59","Article","10.3390/ijerph16162902","1661-7827","https://api.elsevier.com/content/abstract/scopus_id/85071280121",16,16,,,35,8.75,35,1,4,"","",""
11,"W. Wang","A soft sensor modeling method with dynamic time-delay estimation and its application in wastewater treatment plant",2021,"Biochemical Engineering Journal","","https://api.elsevier.com/content/article/eid/1-s2.0-S1369703X21001248","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106305612&origin=inward",60,"2023-12-15 21:21:59","Article","10.1016/j.bej.2021.108048","1369-703X","https://api.elsevier.com/content/abstract/scopus_id/85106305612",172,,,,11,5.50,11,1,2,"","",""
0,"W. Zhou","The Economic Value of Water Ecology in Sponge City Construction Based on a Ternary Interactive System",2022,"International Journal of Environmental Research and Public Health","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143670260&origin=inward",185,"2023-12-15 21:21:59","Article","10.3390/ijerph192315844","1661-7827","https://api.elsevier.com/content/abstract/scopus_id/85143670260",19,23,,,0,0.00,0,1,1,"","",""
131,"X. Jia","Identification of the potential risk areas for soil heavy metal pollution based on the source-sink theory",2020,"Journal of Hazardous Materials","","https://api.elsevier.com/content/article/eid/1-s2.0-S0304389420304131","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85080130809&origin=inward",2,"2023-12-15 21:21:59","Article","10.1016/j.jhazmat.2020.122424","0304-3894","https://api.elsevier.com/content/abstract/scopus_id/85080130809",393,,,,131,43.67,131,1,3,"","",""
41,"X. Li","Data-driven estimation of COVID-19 community prevalence through wastewater-based epidemiology",2021,"Science of the Total Environment","","https://api.elsevier.com/content/article/eid/1-s2.0-S0048969721030187","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107141422&origin=inward",14,"2023-12-15 21:21:59","Article","10.1016/j.scitotenv.2021.147947","0048-9697","https://api.elsevier.com/content/abstract/scopus_id/85107141422",789,,,,41,20.50,41,1,2,"","",""
0,"X. Yu","Research on functional fabrics with moisture absorption quick drying and easy decontamination properties",2023,"Journal of Silk","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85164661132&origin=inward",172,"2023-12-15 21:21:59","Article","10.3969/j.issn.1001-7003.2023.06.002","1001-7003","https://api.elsevier.com/content/abstract/scopus_id/85164661132",60,6,7,13,0,0.00,0,1,1,"","",""
13,"Y. Ali","Selection of the Most Feasible Wastewater Treatment Technology in Pakistan Using Multi-Criteria Decision-Making (MCDM)",2020,"Water Conservation Science and Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103633926&origin=inward",54,"2023-12-15 21:21:59","Article","10.1007/s41101-020-00094-6","2366-3340","https://api.elsevier.com/content/abstract/scopus_id/85103633926",5,3,199,213,13,4.33,13,1,3,"","",""
7,"Y. Cao","A new intelligence fuzzy-based hybrid metaheuristic algorithm for analyzing the application of tea waste in concrete as natural fiber",2021,"Computers and Electronics in Agriculture","","https://api.elsevier.com/content/article/eid/1-s2.0-S0168169921004373","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114499688&origin=inward",77,"2023-12-15 21:21:59","Article","10.1016/j.compag.2021.106420","0168-1699","https://api.elsevier.com/content/abstract/scopus_id/85114499688",190,,,,7,3.50,7,1,2,"","",""
19,"Y. Lin","Environmental risk mapping of potential abandoned uranium mine contamination on the Navajo Nation, USA, using a GIS-based multi-criteria decision analysis approach",2020,"Environmental Science and Pollution Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085747253&origin=inward",35,"2023-12-15 21:21:59","Article","10.1007/s11356-020-09257-3","0944-1344","https://api.elsevier.com/content/abstract/scopus_id/85085747253",27,24,30542,30557,19,6.33,19,1,3,"","",""
17,"Y. Liu","Developing a life cycle composite footprint index for sustainability prioritization of sludge-to-energy alternatives",2021,"Journal of Cleaner Production","","https://api.elsevier.com/content/article/eid/1-s2.0-S0959652620349295","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85095730411&origin=inward",43,"2023-12-15 21:21:59","Article","10.1016/j.jclepro.2020.124885","0959-6526","https://api.elsevier.com/content/abstract/scopus_id/85095730411",281,,,,17,8.50,17,1,2,"","",""
2,"Y. Liu","VFS-based OFSP model for groundwater pollution study of domestic waste landfill",2021,"Environmental Science and Pollution Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100931483&origin=inward",134,"2023-12-15 21:21:59","Article","10.1007/s11356-021-12521-9","0944-1344","https://api.elsevier.com/content/abstract/scopus_id/85100931483",28,24,30783,30806,2,1.00,2,1,2,"","",""
